"series","episode","first_name","last_name","baker_age","baker_occupation","hometown","signature_bake","show_stopper","technical","result","viewers"
"1",1,"Louise","Brimelow",44,"Police Officer","Manchester","Carrot and Orange Cake","Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,"IN",2.24
"1",1,"Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex","Triple Layered Brownie Meringue Cake
with Raspberry Cream","Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations",8,"IN",2.24
"1",1,"Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire","Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd","Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles",NA,"IN",2.24
"1",1,"Annetha","Mills",30,"Midwife","Essex","Light Jamaican Black Cakewith Strawberries and Cream","Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",2,"IN",2.24
"1",1,"David","Chambers",31,"Entrepreneur","Milton Keynes","Chocolate Orange Cake","Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",3,"IN",2.24
"1",1,"Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford","Caramel Cinnamon and Banana Cake","N/A",1,"IN",2.24
"1",1,"Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham","Fresh Mango and Passion Fruit Hummingbird Cake","N/A",NA,"IN",2.24
"1",1,"Lea","Harris",51,"Retired","Midlothian, Scotland","Cranberry and Pistachio Cakewith Orange Flower Water Icing","Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit",10,"OUT",2.24
"1",1,"Mark","Whithers",48,"Bus Driver","South Wales","Sticky Marmalade Tea Loaf","Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.",NA,"OUT",2.24
"1",1,"Jonathan","Shepherd",25,"Research Analyst","St Albans","Carrot Cake with Lime and Cream Cheese Icing","Three Tiered White and Dark Chocolate with Almond and Cherry",9,"IN",2.24
"1",2,"Annetha","Mills",30,"Midwife","Essex","Rose Petal Shortbread","Pink Swirl Macarons / Eclairs",7,"OUT",3
"1",2,"Louise","Brimelow",44,"Police Officer","Manchester","Stained Glass Window Shortbread","Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",4,"OUT",3
"1",2,"Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex","Fresh Vanilla Biscuits with Royal Icing","Pistachio Macarons",3,"IN",3
"1",2,"Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham","Millionaires' Shortbread","Meringues with Chocolate and Space DustCoffee flavoured Eclairs",2,"IN",3
"1",2,"Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford","Oatmeal Raisin Cookie","Pink Macarons",6,"IN",3
"1",2,"Jonathan","Shepherd",25,"Research Analyst","St Albans","Honey and Candied Ginger Cookies","Meringues with Whiskey Cream",1,"IN",3
"1",2,"Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire","Peanut Shortbread withSalted Peanut Caramel","Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs",5,"IN",3
"1",2,"David","Chambers",31,"Entrepreneur","Milton Keynes","Cheddar Cheese and Fresh Rosemary Biscuits","Choux Pastry Swans  Chocolate Profiteroles",8,"IN",3
"1",3,"Jonathan","Shepherd",25,"Research Analyst","St Albans","Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",6,"OUT",3
"1",3,"Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford","Olive Bread","Tomato and Mozzarella",1,"IN",3
"1",3,"Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire","Maple and Pecan Bread","Chocolate and Orange Panettone
Cranberry Bagels",2,"IN",3
"1",3,"David","Chambers",31,"Entrepreneur","Milton Keynes","Chilli Bread","Walnut and Seed Roll
Red Berry and Almond Bun",4,"IN",3
"1",3,"Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex","Walnut and Apricot Bread","Lemon Iced Buns
Chocolate and Orange Buns",3,"IN",3
"1",3,"Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham","Focaccia","Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",5,"IN",3
"1",4,"Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex","Sticky Toffee Pudding","Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",1,"IN",2.6
"1",4,"David","Chambers",31,"Entrepreneur","Milton Keynes","Pear and Walnut Pudding","Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear",5,"OUT",2.6
"1",4,"Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham","Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce","Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",2,"IN",2.6
"1",4,"Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford","Apple and Plum Pudding","Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer",3,"IN",2.6
"1",4,"Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire","Peach and Blueberry Boy Bait","Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",4,"IN",2.6
"1",5,"Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham","Chicken and Mushroom Pie","Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",4,"OUT",3.03
"1",5,"Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford","Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés",2,"IN",3.03
"1",5,"Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire","Minced Beef Pie","Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",3,"IN",3.03
"1",5,"Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex","Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",1,"IN",3.03
"1",6,"Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire","Mint, Ginger and Blackberry Cake",NA,NA,"Runner-up",2.75
"1",6,"Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford","Cinnamon and Banana Cake",NA,NA,"WINNER",2.75
"1",6,"Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex","Lemon Cupcake","Eliminated after signature",NA,"Runner-up",2.75
"2",1,"Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool","Raspberry and Cream Cupcakes","Chocolate Marble Cakewith Dark and White Chocolate Truffles",8,"IN",3.1
"2",1,"Robert","Billington",25,"Photographer","London","Blackberry and Vanilla Cupcakeswith Liquorice Frosting","Genoise Layered Mousse Cakewith Chocolate Ganache",3,"IN",3.1
"2",1,"Simon","Blackwell",31,"Rugby Coach","Norfolk","Guinness and Chocolate Cupcakes","Two-Tiered Chocolate Courgette Cake",9,"IN",3.1
"2",1,"Holly","Bell",31,"Advertising executive","Leicester","Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle","UNKNOWN",1,"STAR BAKER",3.1
"2",1,"Jason","White",19,"Civil Engineering Student","Croydon","Lemon Meringue CupcakesApple and Cinnamon Cupcakes","UNKNOWN",6,"IN",3.1
"2",1,"Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Apple and Cinnamon Cupcakes","UNKNOWN",10,"IN",3.1
"2",1,"Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire","Banoffee Cupcakes","Chocolate and Raspberry Opera cake",4,"IN",3.1
"2",1,"Keith","Batsford",31,"House husband","Arlesey, Bedfordshire","Earl Grey Cupcakes","Chocolate and Sour Cream Cake",12,"OUT",3.1
"2",1,"Ben","Frazer",31,"Graphic Designer","Northampton","Rhubarb and Custard CupcakesAfter Dinner Cupcakes","Vanilla Sponge with White Chocolate and Raspberry Buttercream",2,"IN",3.1
"2",1,"Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral","Cardamom and Pomegranate Cupcakes","UNKNOWN",5,"IN",3.1
"2",1,"Urvashi","Roe",40,"Head of Marketing","Enfield, London","Cherry Blossom CupcakesJapanese Lime Cupcakes","UNKNOWN",7,"IN",3.1
"2",2,"Simon","Blackwell",31,"Rugby Coach","Norfolk","Smoked Haddock and Watercress Quiche","Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",11,"OUT",3.53
"2",2,"Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool","Quiche Printanière","Red Fruit TartsChocolate and Cherry Tarts",8,"IN",3.53
"2",2,"Holly","Bell",31,"Advertising executive","Leicester","Pesto Quiche","Milk Chocolate and Pistachio TartsTrifle Tarts",4,"IN",3.53
"2",2,"Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral","Smoked Haddock and Watercress Quiche","Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts",6,"IN",3.53
"2",2,"Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry","UNKNOWN",2,"IN",3.53
"2",2,"Robert","Billington",25,"Photographer","London","Smoked Bacon and Kale Quiche","Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",5,"IN",3.53
"2",2,"Ben","Frazer",31,"Graphic Designer","Northampton","Chorizo, Pepper and Gruyere Quiche","Lemon Meringue Tarts",1,"IN",3.53
"2",2,"Jason","White",19,"Civil Engineering Student","Croydon","Salmon and Pak Choi Quiche","Mint Chocolate Tarts Blueberry Bakewell Tarts",3,"STAR BAKER",3.53
"2",2,"Urvashi","Roe",40,"Head of Marketing","Enfield, London","Crab, Coriander and Coconut Quiche","Strawberry and Basil TartsElderflower and Honeycomb Tarts",7,"IN",3.53
"2",2,"Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire","Roasted Cauliflower, Cheese andCaramelised Onion Quiche","Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts",9,"IN",3.53
"2",3,"Ben","Frazer",31,"Graphic Designer","Northampton","Walnut, Raisin and Rosemary Loaf","UNKNOWN",3,"IN",3.82
"2",3,"Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool","Zupfe Loaf with Gruyère Cheese","Apple and Walnut Granary Rolls Red Onion Cottage Rolls",8,"IN",3.82
"2",3,"Urvashi","Roe",40,"Head of Marketing","Enfield, London","Salt and Peppercorn Loaf","Chilli and Halloumi RollsLemon and Coriander Mini Loaves",9,"OUT",3.82
"2",3,"Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral","Egyptian Dukkah Loaf with Mixed Spices","Pesto Bread
Sweet Coconut Rolls",2,"STAR BAKER",3.82
"2",3,"Holly","Bell",31,"Advertising executive","Leicester","Picnic Loaf","Stilton and Walnut Rolls",6,"IN",3.82
"2",3,"Jason","White",19,"Civil Engineering Student","Croydon","Cheese and Onion Tear and Share Loaf","UNKNOWN",7,"IN",3.82
"2",3,"Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire","Ploughman's Loaf","Herb and Walnut BreadsChocolate and Chilli Buns",5,"IN",3.82
"2",3,"Robert","Billington",25,"Photographer","London","Rye and Coriander Seed Loaf","Blueberry Brioche RollsLemon and Poppy Seed Rolls",4,"IN",3.82
"2",3,"Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Courgette, Caerphilly Cheese and Thyme Loaf","Walnut and Raisin RollsCracked Wheat Logs",10,"OUT",3.82
"2",4,"Jason","White",19,"Civil Engineering Student","Croydon","Lebkuchen","Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",1,"STAR BAKER",3.6
"2",4,"Robert","Billington",25,"Photographer","London","Chocolate and Ginger Oat Biscuits","Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons",7,"IN",3.6
"2",4,"Ben","Frazer",31,"Graphic Designer","Northampton","Stem Ginger Nuts","Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons",5,"OUT",3.6
"2",4,"Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire","Melting Moments","Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons",2,"IN",3.6
"2",4,"Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool","Christmas Marzipan Biscuits","Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",4,"IN",3.6
"2",4,"Holly","Bell",31,"Advertising executive","Leicester","Strawberry and Custard Melts","'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",3,"STAR BAKER",3.6
"2",4,"Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral","Chocolate Chip and Pistachio Biscotti","Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons",6,"IN",3.6
"2",5,"Jason","White",19,"Civil Engineering Student","Croydon","Brown Down Chicken Pie","Plum Meringue Pie",7,"OUT",3.83
"2",5,"Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral","Family Fish Pie","Peach and Raspberry Meringue Pie",5,"IN",3.83
"2",5,"Holly","Bell",31,"Advertising executive","Leicester","Stilton, Potato and Caramelised Onion Pie","Lime Meringue Pie",4,"IN",3.83
"2",5,"Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool","Chicken and Chestnut Pie","Rhubarb Meringue Pie",1,"STAR BAKER",3.83
"2",5,"Robert","Billington",25,"Photographer","London","Chicken and Mushroom Pie","Rhubarb and Custard Meringue Pie",3,"OUT",3.83
"2",5,"Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire","Chicken and Bacon Pie","Midnight Meringue",2,"IN",3.83
"2",6,"Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral","Baked Amaretto Cheesecake","Rose Croquembouche",2,"OUT",4.25
"2",6,"Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire","Tutti Fruitti Curd Baked Cheesecake","Orange and Praline Croquembouche with Cardamom Caramel",4,"IN",4.25
"2",6,"Holly","Bell",31,"Advertising executive","Leicester","Father Christmas' Baked Cheesecake","Hansel and Gretel's Croquembouche",3,"IN",4.25
"2",6,"Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool","Rhubarb and Ginger Baked Cheesecake","Orange and Nougatine Croquembouche",5,"IN",4.25
"2",7,"Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool","Chocolate Amaretto Mousse Cake","Pain Aux RaisinPlain CroissantPain Au Chocolat",4,"OUT",4.42
"2",7,"Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire","Chocolate and Orange Mousse Cake","Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes",2,"IN",4.42
"2",7,"Holly","Bell",31,"Advertising executive","Leicester","White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",1,"IN",4.42
"2",8,"Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire","Lemon and Ginger Mille Feuille","Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub",3,"Runner-up",5.06
"2",8,"Holly","Bell",31,"Advertising executive","Leicester","Banoffee Inspired Mille Feuille","Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich",2,"Runner-up",5.06
"3",1,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire","Pear, Muscat & Chocolate","Jubilee Cake",3,"IN",3.85
"3",1,"Ryan","Chong",38,"Photographer","Bristol","Kumquat and Orange Polenta","Hidden Flowerbed Mousse Cake",8,"IN",3.85
"3",1,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex","Apple, Hazelnut and Calvados","Hidden Cupcake Cake",5,"IN",3.85
"3",1,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake",2,"IN",3.85
"3",1,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Plum, Sour Cherry & Walnut","UNKNOWN",10,"IN",3.85
"3",1,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex","Pear, Chocolate and Hazelnut","Hidden Crown Cake",1,"IN",3.85
"3",1,"Manisha","Parmar",27,"Nursery nurse","Leicester","Vanilla, Peach and Raspberry","White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart",6,"IN",3.85
"3",1,"John","Whaite",22,"Law student","Wigan","Toffee Apple, Orange & Cranberry","Hidden Pink Hearts Cake",11,"IN",3.85
"3",1,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire","Pineapple & Passion Fruit","Mother's Day Layered Rose Cake",12,"OUT",3.85
"3",1,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset","Pear and Pecan","Blackbird Pie Cake",4,"STAR BAKER",3.85
"3",1,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire","Tomato and Ginger","Lemon and Pistachio Union Flag Cake",9,"IN",3.85
"3",1,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Plum, Ginger & Orange","UNKNOWN",7,"IN",3.85
"3",2,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire","Fennel and Nigella Seed NaanBannock Bread","Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",11,"OUT",4.6
"3",2,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex","Toasted Coconut and Lime RotisOatcakes","UNKNOWN",10,"IN",4.6
"3",2,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",2,"IN",4.6
"3",2,"Manisha","Parmar",27,"Nursery nurse","Leicester","Indian FlatbreadsItalian Flatbreads","UNKNOWN",6,"IN",4.6
"3",2,"Ryan","Chong",38,"Photographer","Bristol","Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan","Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",5,"IN",4.6
"3",2,"John","Whaite",22,"Law student","Wigan","Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",1,"STAR BAKER",4.6
"3",2,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire","Bombay BreadChorizo and Spring Onion Naan","Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",9,"IN",4.6
"3",2,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Middle Eastern Taboon BreadIndian Rotis","Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",4,"IN",4.6
"3",2,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset","Coriander and Lemon NaanGarlic and Parsnip Chapatis","Saffron and Golden Raisin Bagels
Porcini Bagels",7,"IN",4.6
"3",2,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex","Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",8,"IN",4.6
"3",2,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Lime Coriander and Coconut TortillasZaatar Naan with Dukkah","UNKNOWN",3,"IN",4.6
"3",3,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex","Caramelised Banana Tarte Tatin","French Apple Tart with Blackberry and Cassis Jam",8,"IN",4.53
"3",3,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Apple and Ginger Tarte Tatin","Blackberry, Nectarine and Dragon Fruit Tart",9,"IN",4.53
"3",3,"John","Whaite",22,"Law student","Wigan","Apple and Vanilla Tarte Tatin with Walnut Praline","Berries, Grapes, Pomegranate, and Dragon Fruit Tart",6,"IN",4.53
"3",3,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Savoury Pear and Roquefort Tarte Tatin","Pineapple, Coconut and Frangipane Tart",2,"IN",4.53
"3",3,"Ryan","Chong",38,"Photographer","Bristol","Spiced Pear Tarte Tatin","UNKNOWN",5,"IN",4.53
"3",3,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset","Fig, Walnut and Pink Peppercorn Tarte Tatin","Tropical Fruit Tart with Black Pepper Crust",4,"OUT",4.53
"3",3,"Manisha","Parmar",27,"Nursery nurse","Leicester","Cinnamon, Apple and Pear Tarte Tatin","Rum and Tropical Fruit Tart",10,"IN",4.53
"3",3,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex","Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart",3,"IN",4.53
"3",3,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Apple and Lavender Tarte Tatin","Rose, Lychee and Raspberry Fruit Tart",1,"STAR BAKER",4.53
"3",3,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire","Pear and Almond Tarte Tatin","Raspberry Triple Chocolate Layered Tart",7,"IN",4.53
"3",4,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Clementine and Chestnut Torte","Pear, Chocolate and Hazelnut Dacquoise",1,"STAR BAKER",4.71
"3",4,"Ryan","Chong",38,"Photographer","Bristol","Green Tea Opera Torte","Strawberry, Rose and Pistachio Meringue",7,"IN",4.71
"3",4,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex","Chocolate and Almond Truffle Torte","Hazelnut Tiramisu Layered Meringue",4,"IN",4.71
"3",4,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire","Black Forest Torte","Choca Blocka Mocha Meringue",8,"OUT",4.71
"3",4,"John","Whaite",22,"Law student","Wigan","'Torte Noir' Black Forest Torte with Boozy Cream","Elderflower and Bramble Berry Pavlova",6,"IN",4.71
"3",4,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",5,"IN",4.71
