"series","episode","first_name","last_name","baker_age","baker_occupation","hometown","signature_bake","show_stopper","technical","result","viewers"
"7",1,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Raspberry and Rhubarb Drizzle Custard Bundt Cake","Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",5,"IN",13.58
"7",1,"Selasi","Gbormittah",30,"Client service associate","London","Citrus and Spice Drizzle Cake","Raspberry, Sloe and White Chocolate Mirror Glaze Cake",1,"IN",13.58
"7",2,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Bouquet Biscuits","New York, New York",3,"IN",13.45
"7",2,"Rav","Bansal",28,"Student support","Erith","Union Jack Bunting Biscuits","Gingerbread Christmas Fairground",6,"IN",13.45
"7",2,"Michael","Georgiou",20,"Student","Durham","Malt, Chocolate and Orange Iced ""Beer"" Biscuits","Trip to See Santa in Lapland",9,"IN",13.45
"7",2,"Kate","Barmby",37,"Nurse","Brooke, Norfolk","""A Biscuit for the Broads""","""I Promise I will do my best""",1,"IN",13.45
"7",2,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Chai Frappelatteccino Biscuits","Tom and Pod's Near Death Experience",7,"IN",13.45
"7",2,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Salted Caramel, Chocolate Iced Shiny Hearts","Gingerbread Pub with Sticky Ginger Carpet",8,"STAR BAKER",13.45
"7",2,"Louise","Williams",46,"Hairdresser","Cardiff","Baa Bara Brith Biscuits","Gingerbread Wedding",10,"OUT",13.45
"7",2,"Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",2,"IN",13.45
"7",2,"Selasi","Gbormittah",30,"Client service associate","London","""Wheelie Hot Iced Biscuits""","Stained Glass Window Gingerbread Church",11,"IN",13.45
"7",2,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge",4,"IN",13.45
"7",2,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Sunday Treat Iced Ice Cream Cone Biscuits","From Holland to New York via Yorkshire",5,"IN",13.45
"7",3,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf","Italian Light and Dark Rye Twist",3,"IN",13.01
"7",3,"Michael","Georgiou",20,"Student","Durham","Chocolate and Chilli Swirl Plait","Cypriot Dove and Olive Branch Plaited Loaf with Houmous",7,"OUT",13.01
"7",3,"Kate","Barmby",37,"Nurse","Brooke, Norfolk","Cobbled Loaf","The Corn Maiden",8,"IN",13.01
"7",3,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Double Chocolate Cinnamon Twist Loaf","""And They All Went Into The Ark To Get Out Of The Rain""",1,"IN",13.01
"7",3,"Selasi","Gbormittah",30,"Client service associate","London","Chocolate, Orange and Cinnamon Bread","Bedouin Escape Tear and Share Bread",5,"IN",13.01
"7",3,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Chocolate Orange and Chilli Swirl Bread","Jörmungandr and Mjölnir",4,"STAR BAKER",13.01
"7",3,"Rav","Bansal",28,"Student support","Erith","Chocolate, Cardamom and Hazelnut Loaf","Three Tier Diwali Bread Centrepiece",10,"IN",13.01
"7",3,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Chocolate, Tahini and Almond Babka","Braided Bread Heart",6,"IN",13.01
"7",3,"Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",9,"IN",13.01
"7",3,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket",2,"IN",13.01
"7",4,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Yorkshire Wellingtons","Two-Way Peanut Butter Churros",2,"IN",13.29
"7",4,"Tom","Gilliford",26,"Project engagement manager","Rochdale","West Yorkshire Fusion Puddings","Fennel Churros Snake In The Grass",5,"IN",13.29
"7",4,"Selasi","Gbormittah",30,"Client service associate","London","Perfect Sunday Roast Accompaniment","Lemon and Anise Churros",8,"IN",13.29
"7",4,"Rav","Bansal",28,"Student support","Erith","Thai Tofu Panang Yorkshires","Three Dip Matcha Pistachio Churros",9,"IN",13.29
"7",4,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box",4,"IN",13.29
"7",4,"Kate","Barmby",37,"Nurse","Brooke, Norfolk","Christmas Dinner Compromise","Hot Cross Bunny Churros",7,"OUT",13.29
"7",4,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Mum's Chilli Yorkshire Puddings","Orange Chocolate Churros",6,"IN",13.29
"7",4,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Red Onion Chutney, Brie and Bacon Yorkshire Puddings","Tropical Churros",1,"STAR BAKER",13.29
"7",4,"Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",3,"IN",13.29
"7",5,"Selasi","Gbormittah",30,"Client service associate","London","Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",3,"IN",13.12
"7",5,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites",6,"IN",13.12
"7",5,"Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",1,"IN",13.12
"7",5,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",7,"OUT",13.12
"7",5,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers","Yin and Yang Amuse-bouche",4,"IN",13.12
"7",5,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",2,"STAR BAKER",13.12
"7",5,"Benjamina","Ebuehi",23,"Teaching assistant","South London","'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels","Plantain and Spinach Samosas and Chai Pear Cups",5,"IN",13.12
"7",5,"Rav","Bansal",28,"Student support","Erith","Cinnamon Swirls and Pecan, Walnut and Maple Plaits","Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas",8,"IN",13.12
"7",6,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Blood Orange Halloween Pumpkin Pie","Floral Tea Cake",1,"STAR BAKER",13.13
"7",6,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Lime, Coconut and Lemongrass Sugar Meringue Pie","Four Seasons Cake",5,"IN",13.13
"7",6,"Selasi","Gbormittah",30,"Client service associate","London","Grapefruit, Orange and Mint Meringue Pie","Three Tiered Ombré Floral Cake",7,"IN",13.13
"7",6,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio",6,"IN",13.13
"7",6,"Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",4,"IN",13.13
"7",6,"Rav","Bansal",28,"Student support","Erith","Mandarin Margarita Meringue Pie","Blossom Cake",3,"OUT",13.13
"7",6,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Grapefruit and Ginger Meringue Pie","Floral Tea Cake",2,"IN",13.13
"7",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Millionaire's Roulade","Hipster Picnic",5,"OUT",13.45
"7",7,"Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",4,"IN",13.45
"7",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Crowd Pleaser Roulade","Blackberry and Raspberry Bubbles and After Dinner Mousse",2,"IN",13.45
"7",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes",1,"STAR BAKER",13.45
"7",7,"Selasi","Gbormittah",30,"Client service associate","London","Summer Picnic Roulade","Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",6,"IN",13.45
"7",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Piña Colada Roulade","Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake",3,"IN",13.45
"7",8,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Cheesy Cheeky Fish Pies","Peacock",1,"STAR BAKER",13.26
"7",8,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Mexican Adventure","Tudor Garden",4,"OUT",13.26
"7",8,"Jane","Beedle",61,"Garden designer","Beckenham","Tudor Rose Pies","Swans",5,"IN",13.26
"7",8,"Selasi","Gbormittah",30,"Client service associate","London","Bouquet of Flowers","Fruity Tudor Marchpane",3,"IN",13.26
"7",8,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane",2,"IN",13.26
"7",9,"Selasi","Gbormittah",30,"Client service associate","London","Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers","Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies",4,"OUT",13.44
"7",9,"Jane","Beedle",61,"Garden designer","Beckenham","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",1,"IN",13.44
"7",9,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants",2,"STAR BAKER",13.44
"7",9,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers","Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies",3,"IN",13.44
"7",10,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Queen Victoria's Mango and Strawberry Crown","Picnic for Pearly Kings and Queens",2,"WINNER",15.9
"7",10,"Jane","Beedle",61,"Garden designer","Beckenham","Red, White and Blue Meringue Crown","Family Favourites Feast",3,"Runner-up",15.9
"7",10,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic",1,"Runner-up",15.9
"8",1,"Peter","Abatan",52,"IT programme manager","Southend, Essex","Coconut Cake","'Bread on a Breadboard' Cake",10,"OUT",9.46
"8",1,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Bonfire Night Cake","'A Baker's Lunch' Cake",6,"STAR BAKER",9.46
"8",1,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake",1,"IN",9.46
"8",1,"Flo","Atkins",71,"Retired","Merseyside","Citrus Layer Cake","'One in a Melon' Cake",9,"IN",9.46
"8",1,"James","Hillery",46,"Banker","Brentwood, Essex","Orange, Rhubarb & Ginger Crumble Cake","'Mock-accino and Croissant' Cake",2,"IN",9.46
"8",1,"Chris","Geiger",50,"Software developer","Bristol","Tropical Fresh Fruit Cake","'Raised Pork Pie and Egg Surprise' Cake",12,"IN",9.46
"8",1,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Courgette and Lemon Cake","'Russian Doll' Cake",3,"IN",9.46
"8",1,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Granny Smith Apple and Walnut Cake","'Black Evening Clutch Bag' Cake",11,"IN",9.46
"8",1,"Tom","Hetherington",29,"Architect","Edinburgh","Gilded Pear and Cardamom Cake","'Stack of Books' Cake",7,"IN",9.46
"8",1,"Yan","Tsou",46,"Laboratory research scientist","North London","Windfall Apple Crumble Cake","'Banana-ramen' Cake",4,"IN",9.46
"8",1,"Liam","Charles",19,"Student","North London","Apple and Almond Crumble Maple Loaf","'Stackin' Sunday' Cake",8,"IN",9.46
"8",1,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Pineapple and Coconut Sandwich Cake","'Champagne Bottle and Bucket' Cake",5,"IN",9.46
"8",2,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Sparkly Chocolate and Marshmallow Fluff Cookies","'Get to School' Game",9,"IN",9.23
"8",2,"James","Hillery",46,"Banker","Brentwood, Essex","Rhubarb and Custard Whirls","'Coppit' Game",3,"IN",9.23
"8",2,"Yan","Tsou",46,"Laboratory research scientist","North London","'Mrs. Marian's PB 'n' B' Biscuits","'Adventures in Bakeland' Game",1,"IN",9.23
"8",2,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Amarpressi Biscuits","'Check Bake' Game",6,"STAR BAKER",9.23
"8",2,"Liam","Charles",19,"Student","North London","Coffee Malted Pecan Shorties","'Classroom Classics' Game",7,"IN",9.23
"8",2,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Lemon Limoncino Sandwich Biscuits","'Snakes and Ladders' Game",2,"IN",9.23
"8",2,"Chris","Geiger",50,"Software developer","Bristol","Chocolate Chia Seed Biscuits with Whisky Caramel Filling","'The Great British Sail Off' Game",11,"OUT",9.23
"8",2,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Middle Eastern Delight Sandwich Biscuits","'A British Baking' Game",4,"IN",9.23
"8",2,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game",8,"IN",9.23
"8",2,"Tom","Hetherington",29,"Architect","Edinburgh","Coffee and Amaretto Kisses","'Drain Pipes and Ladders' Game",5,"IN",9.23
"8",2,"Flo","Atkins",71,"Retired","Merseyside","Gin Jam Butties","'Pick My Bones' Game",10,"IN",9.23
"8",3,"Flo","Atkins",71,"Retired","Merseyside","Cinnamon and Orange Teacakes","'Davy Jones' Locker' Bread Sculpture",7,"OUT",8.68
"8",3,"James","Hillery",46,"Banker","Brentwood, Essex","Nordic Teacakes","'Owl in the Woods' Bread Sculpture",9,"IN",8.68
"8",3,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Cranberry and Cinnamon Teacakes","'Ascot Hat' Bread Sculpture",1,"IN",8.68
"8",3,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Blueberry Buns","'Kraken' Bread Sculpture",10,"IN",8.68
"8",3,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Madras Cocktail Teacakes","'The Bag I Knead' Bread Sculpture",3,"IN",8.68
"8",3,"Liam","Charles",19,"Student","North London","Jamaican Spiced Teacakes","'Kneadapolitan' Bread Sculpture",5,"IN",8.68
"8",3,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Tagine Teacakes","'Picnic Basket' Bread Sculpture",6,"IN",8.68
"8",3,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Earl Grey Dried Fruit Teacakes","'The Snail Under a Mushroom' Bread Sculpture",2,"STAR BAKER",8.68
"8",3,"Yan","Tsou",46,"Laboratory research scientist","North London","'Mrs P's' Masala Chai Spiced Teacakes","'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture",8,"IN",8.68
"8",3,"Tom","Hetherington",29,"Architect","Edinburgh","Orange and Cranberry Teacakes","'Pink & Yellow Rose Centrepiece' Bread Sculpture",4,"IN",8.68
"8",4,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Orange Macadamia Nut Millionaire Shortbreads","Caramel Crown Cake",7,"IN",8.55
"8",4,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Jaffa Millionaire Shortbreads","Bird's Nest Caramel Cake",4,"IN",8.55
"8",4,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Rum Salted Caramel Millionaire Shortbreads","Chocolate and Coffee Caramel Cake",1,"IN",8.55
"8",4,"James","Hillery",46,"Banker","Brentwood, Essex","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake",2,"IN",8.55
"8",4,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Pecan Salted Caramel Millionaire Shortbreads","Poppy Seed Caramel Cake",9,"IN",8.55
"8",4,"Liam","Charles",19,"Student","North London","Salted Peanut Butter Millionaire Shortbreads","White Layered Ginger Caramel Cake",3,"IN",8.55
"8",4,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake",6,"STAR BAKER",8.55
"8",4,"Yan","Tsou",46,"Laboratory research scientist","North London","'Lil' Red's Ginger and Nuts' Millionaire Shortbreads","Animals of the Rainforest Caramel Cake",8,"IN",8.55
"8",4,"Tom","Hetherington",29,"Architect","Edinburgh","Stem Ginger Caramel Shortbreads","Hummingbird Cake",5,"OUT",8.55
"8",5,"Yan","Tsou",46,"Laboratory research scientist","North London","Mango Fruit Hat Steamed School Pudding","'Heart of a Hero' Trifle Terrine",6,"IN",8.61
"8",5,"Kate","Lyon",29,"Health and safety inspector","Merseyside","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine",8,"IN",8.61
"8",5,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Bakewell Tart Steamed School Pudding","Tropical Trifle Terrine",4,"IN",8.61
"8",5,"Liam","Charles",19,"Student","North London","Cherries & Lemons that are 'Baked Well'","'Cheers Lads' Trifle Terrine",2,"IN",8.61
"8",5,"James","Hillery",46,"Banker","Brentwood, Essex","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine",7,"OUT",8.61
"8",5,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",1,"STAR BAKER",8.61
"8",5,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Lemon & Blackcurrant Drizzle Steamed School Pudding","'From Across the Jelly Pond' Trifle Terrine",5,"IN",8.61
"8",5,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Orange & Treacle Steamed School Pudding","'Opulent Ornament' Trifle Terrine",3,"IN",8.61
"8",6,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","'Fleetwood Mac' Decorative Pies","Christmas Pie",3,"IN",8.61
"8",6,"Yan","Tsou",46,"Laboratory research scientist","North London","'πr2' Decorative Pies","Chequerboard Pie",1,"IN",8.61
"8",6,"Liam","Charles",19,"Student","North London","'Standard FC' Decorative Pies","'Nan's Sunday Dinner' Pie",4,"STAR BAKER",8.61
"8",6,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","'Love Theme' Decorative Pies","Indian Hand Raised Pie with Mango",6,"IN",8.61
"8",6,"Kate","Lyon",29,"Health and safety inspector","Merseyside","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze",5,"IN",8.61
"8",6,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","'The Four Seasons' Decorative Pies","Game Pie with Glazed Forest Fruits",2,"IN",8.61
"8",6,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","'Pies from the Tree' Decorative Pies","'Special Occasion' Pie",7,"OUT",8.61
"8",7,"Yan","Tsou",46,"Laboratory research scientist","North London","Cannoli Cocktails","Canadian-Style Sfogliatelle",5,"OUT",9.01
"8",7,"Liam","Charles",19,"Student","North London","'Just Doing Me' Cannoli","'Morning Delivery' Sfogliatelle",2,"IN",9.01
"8",7,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","My All Time Favourite Desserts","Pastry Surprise",4,"IN",9.01
"8",7,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Italian Style Cannoli","'Sicilian-style' Sfogliatelle",1,"STAR BAKER",9.01
"8",7,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","'Classics with a Twist' Cannoli","'Classics' Sfogliatelle",3,"IN",9.01
"8",7,"Kate","Lyon",29,"Health and safety inspector","Merseyside","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle",6,"IN",9.01
"8",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Char Siu & Banana Praline Bedfordshire Clangers","Citrus with Green Apple Croquembouche Savoy Cake",4,"IN",8.95
"8",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Camembert & Onion and Apple & Blueberry Bedfordshire Clangers","'Bright' Lemon & Orange Savoy Cake",3,"STAR BAKER",8.95
"8",8,"Liam","Charles",19,"Student","North London","'Take Out' Bedfordshire Clangers","'Fort Wizardore' Savoy Cake",5,"OUT",8.95
"8",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake",2,"IN",8.95
"8",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","'Mediterranean Medley' Bedfordshire Clangers","Chestnut Rum Savoy Cake",1,"IN",8.95
"8",9,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns","'Tutu with Opera Filling' Meringue Centrepiece",1,"STAR BAKER",9.03
"8",9,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Key Lime Cheesecake and Bakewell Tart Choux Buns","'Some Air Over the Rainbow' Meringue Centrepiece",3,"IN",9.03
"8",9,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece",4,"IN",9.03
"8",9,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","'Choux-nicorn and Choux-moji' Choux Buns","'Flamingos in Love' Meringue Centrepiece",2,"OUT",9.03
"8",10,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche","'Ode to the Honey Bee' Entremet",2,"WINNER",10.04
"8",10,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","'Yin Yang' Entremet",1,"Runner-up",10.04
"8",10,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",3,"Runner-up",10.04
